1024,2631,131.326086957
1024,1149,87.5507246377
1024,243,52.5304347826
1024,1864,43.7753623188
1024,397,43.7753623188
1024,2632,37.5217391304
1024,2031,30.3060200669
1024,2400,27.1709145427
1024,2101,26.2652173913
1024,2055,25.4179523142
512,286,92.9384615385
512,2592,92.9384615385
512,192,92.9384615385
512,3666,92.9384615385
512,3277,92.9384615385
512,3084,46.4692307692
512,3575,46.4692307692
512,3126,30.9794871795
512,3648,30.9794871795
512,1739,30.9794871795
2472,3542,302.05
2472,1553,302.05
2472,2226,302.05
2472,2258,302.05
2472,2765,181.23
2472,1622,151.025
2472,698,151.025
2472,578,151.025
2472,2543,151.025
2472,1040,100.683333333
3696,2592,183.060606061
3696,1636,91.5303030303
3696,2895,91.5303030303
3696,2631,91.5303030303
3696,2823,91.5303030303
3696,3648,61.0202020202
3696,1739,61.0202020202
3696,3523,61.0202020202
3696,2207,61.0202020202
3696,2855,61.0202020202
2080,3377,50.3416666667
2080,557,50.3416666667
2080,3295,50.3416666667
2080,679,50.3416666667
2080,56,33.5611111111
2080,1534,25.1708333333
2080,3293,25.1708333333
2080,404,25.1708333333
2080,1164,25.1708333333
2080,108,25.1708333333
520,3542,44.7481481481
520,1553,44.7481481481
520,192,44.7481481481
520,690,44.7481481481
520,3026,44.7481481481
520,1622,22.3740740741
520,3136,22.3740740741
520,200,22.3740740741
520,3482,22.3740740741
520,698,22.3740740741
1688,744,143.833333333
1688,2200,71.9166666667
1688,1160,47.9444444444
1688,2960,47.9444444444
1688,3940,47.9444444444
1688,844,47.9444444444
1688,559,47.9444444444
1688,526,35.9583333333
1688,1369,35.9583333333
1688,2999,35.9583333333
2728,3542,317.947368421
2728,1622,158.973684211
2728,3377,158.973684211
2728,698,158.973684211
2728,557,158.973684211
2728,3517,158.973684211
2728,3295,158.973684211
2728,2960,105.98245614
2728,1471,105.98245614
2728,1534,79.4868421053
3160,758,42.2447552448
3160,398,42.2447552448
3160,3542,42.2447552448
3160,889,42.2447552448
3160,744,42.2447552448
3160,576,42.2447552448
3160,1868,42.2447552448
3160,559,28.1631701632
3160,2934,21.1223776224
3160,1622,21.1223776224
2336,1553,111.87037037
2336,120,55.9351851852
2336,1139,55.9351851852
2336,1538,55.9351851852
2336,1040,37.2901234568
2336,2850,37.2901234568
2336,1149,37.2901234568
2336,2675,31.962962963
2336,3905,27.9675925926
2336,1514,27.9675925926
16,2576,123.285714286
16,582,61.6428571429
16,2777,61.6428571429
16,712,61.6428571429
16,2869,61.6428571429
16,2895,61.6428571429
16,2608,41.0952380952
16,1160,41.0952380952
16,1872,35.2244897959
16,3777,30.8214285714
1624,758,274.590909091
1624,729,137.295454545
1624,2825,137.295454545
1624,2777,137.295454545
1624,1170,137.295454545
1624,1040,91.5303030303
1624,682,91.5303030303
1624,2850,91.5303030303
1624,1522,91.5303030303
1624,1149,91.5303030303
2888,744,134.244444444
2888,706,134.244444444
2888,3458,134.244444444
2888,134,67.1222222222
2888,2449,53.6977777778
2888,1160,44.7481481481
2888,559,44.7481481481
2888,526,33.5611111111
2888,2200,33.5611111111
2888,2298,33.5611111111
3928,396,158.973684211
3928,2685,105.98245614
3928,703,79.4868421053
3928,2823,79.4868421053
3928,1782,52.9912280702
3928,3288,52.9912280702
3928,3242,52.9912280702
3928,3486,45.4210526316
3928,2317,39.7434210526
3928,2487,39.7434210526
1552,1102,29.7586206897
1552,1622,29.7586206897
1552,3542,29.7586206897
1552,814,29.7586206897
1552,3065,29.7586206897
1552,1555,29.7586206897
1552,1315,29.7586206897
1552,789,29.7586206897
1552,614,14.8793103448
1552,1134,14.8793103448
24,2438,38.7243589744
24,758,38.7243589744
24,3065,38.7243589744
24,887,38.7243589744
24,526,19.3621794872
24,2825,19.3621794872
24,993,19.3621794872
24,1369,19.3621794872
24,729,19.3621794872
24,3482,19.3621794872
2416,1102,70.2441860465
2416,3542,70.2441860465
2416,1622,70.2441860465
2416,2214,70.2441860465
2416,814,70.2441860465
2416,1510,70.2441860465
2416,584,70.2441860465
2416,763,70.2441860465
2416,138,70.2441860465
2416,2821,70.2441860465
32,1134,23.7834645669
32,2777,23.7834645669
32,757,23.7834645669
32,3517,23.7834645669
32,1522,15.8556430446
32,1325,15.8556430446
32,3652,15.8556430446
32,1534,11.8917322835
32,630,11.8917322835
32,1718,11.8917322835
1200,3542,60.41
1200,1553,60.41
1200,2576,60.41
1200,658,60.41
1200,789,60.41
1200,572,60.41
1200,311,60.41
1200,1622,30.205
1200,3353,30.205
1200,3136,30.205
2456,774,36.6121212121
2456,286,36.6121212121
2456,601,36.6121212121
2456,1145,36.6121212121
2456,744,36.6121212121
2456,2592,36.6121212121
2456,2584,36.6121212121
2456,2226,36.6121212121
2456,3666,36.6121212121
2456,3277,36.6121212121
2064,744,99.0327868852
2064,2592,99.0327868852
2064,3136,49.5163934426
2064,3482,49.5163934426
2064,2869,49.5163934426
2064,3084,49.5163934426
2064,1636,49.5163934426
2064,3631,49.5163934426
2064,2895,49.5163934426
2064,200,33.0109289617
2496,2592,95.8888888889
2496,744,95.8888888889
2496,789,95.8888888889
2496,3057,47.9444444444
2496,3482,47.9444444444
2496,2298,47.9444444444
2496,1877,47.9444444444
2496,1636,47.9444444444
2496,1160,31.962962963
2496,2242,31.962962963
1064,2592,87.5507246377
1064,634,87.5507246377
1064,56,58.3671497585
1064,3940,58.3671497585
1064,120,43.7753623188
1064,2298,43.7753623188
1064,2754,43.7753623188
1064,3573,43.7753623188
1064,1636,43.7753623188
1064,703,43.7753623188
3584,3542,120.82
3584,1555,120.82
3584,3876,120.82
3584,2703,120.82
3584,1622,60.41
3584,3305,60.41
3584,664,60.41
3584,1098,60.41
3584,698,60.41
3584,1636,60.41
2712,3542,20.6177474403
2712,3065,20.6177474403
2712,1553,20.6177474403
2712,576,20.6177474403
2712,2592,20.6177474403
2712,1843,20.6177474403
2712,3772,20.6177474403
2712,887,20.6177474403
2712,726,10.3088737201
